"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"winvnc.exe","2912","Services","0","6,024 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","2952","Services","0","35,896 K","Unknown","N/A","0:00:54","N/A"
"TmListen.exe","2788","Services","0","1,544 K","Unknown","N/A","0:00:30","N/A"
"wlanext.exe","3128","Services","0","17,040 K","Unknown","N/A","0:00:04","N/A"
"conhost.exe","3176","Services","0","5,004 K","Unknown","N/A","0:00:00","N/A"
"WmiPrvSE.exe","3740","Services","0","25,752 K","Unknown","N/A","0:00:16","N/A"
"unsecapp.exe","3896","Services","0","6,992 K","Unknown","N/A","0:00:00","N/A"
"svchost.exe","4480","Services","0","6,576 K","Unknown","N/A","0:00:00","N/A"
"CNTAoSMgr.exe","732","Services","0","6,096 K","Unknown","N/A","0:00:00","N/A"
"conhost.exe","5016","Services","0","4,876 K","Unknown","N/A","0:00:00","N/A"
"TmCCSF.exe","5400","Services","0","21,512 K","Unknown","N/A","0:02:57","N/A"
"TMBMSRV.exe","5784","Services","0","41,240 K","Unknown","N/A","0:05:30","N/A"
"DFSSvc.exe","2768","Services","0","72,840 K","Unknown","N/A","0:00:03","N/A"
"WmiPrvSE.exe","4756","Services","0","27,312 K","Unknown","N/A","0:00:25","N/A"
"DellDataVaultWiz.exe","6024","Services","0","11,832 K","Unknown","N/A","0:00:00","N/A"
"IAStorDataMgrSvc.exe","3012","Services","0","48,968 K","Unknown","N/A","0:00:05","N/A"
"jhi_service.exe","4900","Services","0","5,784 K","Unknown","N/A","0:00:00","N/A"
"LMS.exe","3568","Services","0","17,712 K","Unknown","N/A","0:00:01","N/A"
"PRSvc.exe","4080","Services","0","73,404 K","Unknown","N/A","0:00:01","N/A"
"SupportAssistAgent.exe","2652","Services","0","50,348 K","Unknown","N/A","0:00:06","N/A"
"SearchIndexer.exe","2260","Services","0","40,816 K","Unknown","N/A","0:00:30","N/A"
"DellDataVault.exe","6412","Services","0","15,768 K","Unknown","N/A","0:00:14","N/A"
"WmiApSrv.exe","6904","Services","0","7,240 K","Unknown","N/A","0:00:05","N/A"
"PresentationFontCache.exe","1448","Services","0","19,140 K","Unknown","N/A","0:00:00","N/A"
"iPodService.exe","7624","Services","0","8,168 K","Unknown","N/A","0:00:00","N/A"
"isa.exe","11256","Services","0","19,112 K","Unknown","N/A","0:00:00","N/A"
"csrss.exe","7780","Console","7","9,844 K","Running","N/A","0:00:13","N/A"
"winlogon.exe","4696","Console","7","7,236 K","Unknown","N/A","0:00:00","N/A"
"dwm.exe","668","Console","7","67,232 K","Running","N/A","0:01:35","DWM Notification Window"
"MediaButtons.exe","6816","Console","7","9,420 K","Running","N/A","0:00:04","MediaButtons"
"winvnc.exe","2636","Console","7","10,304 K","Running","N/A","0:00:10","WinVNC Tray Icon"
"RAVBg64.exe","7964","Console","7","14,072 K","Running","N/A","0:00:00","Realtek HD Audio Background Process for Vista"
"RAVBg64.exe","2972","Console","7","14,328 K","Running","N/A","0:00:00","Realtek HD Audio Background Process for Vista"
"RAVBg64.exe","8548","Console","7","14,520 K","Running","N/A","0:00:00","Realtek HD Audio Background Process for Vista"
"sihost.exe","7132","Console","7","21,872 K","Not Responding","SERSD\tc20791","0:00:01","N/A"
"taskhostw.exe","976","Console","7","19,280 K","Running","SERSD\tc20791","0:00:00","Task Host Window"
"unsecapp.exe","11028","Console","7","7,760 K","Running","N/A","0:00:00","OleMainThreadWndName"
"igfxEM.exe","8152","Console","7","13,200 K","Running","SERSD\tc20791","0:00:00","The Event Manager - Status"
"igfxHK.exe","7252","Console","7","9,964 K","Running","SERSD\tc20791","0:00:00","HotKey Listener"
"igfxTray.exe","1044","Console","7","11,708 K","Running","SERSD\tc20791","0:00:00","igfxtrayWindow"
"RuntimeBroker.exe","10868","Console","7","33,400 K","Running","SERSD\tc20791","0:00:10","OLEChannelWnd"
"DFS.Common.Agent.exe","6724","Console","7","37,924 K","Running","SERSD\tc20791","0:00:00","C:\Program Files\Dell\Dell Foundation Services\DFS.Common.Agent.exe"
"conhost.exe","7348","Console","7","10,392 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"RtkNGUI64.exe","11136","Console","7","14,560 K","Running","SERSD\tc20791","0:00:00","Realtek HD Audio New CPL background window"
"RAVBg64.exe","3548","Console","7","15,604 K","Running","SERSD\tc20791","0:00:00","ChangeNotify"
"WavesSvc64.exe","8932","Console","7","7,612 K","Not Responding","SERSD\tc20791","0:00:00","OleMainThreadWndName"
"OneDrive.exe","9176","Console","7","30,012 K","Running","SERSD\tc20791","0:00:00","DDE Server Window"
"ONENOTEM.EXE","5032","Console","7","2,580 K","Running","SERSD\tc20791","0:00:00","Microsoft OneNote 2016 - Windows taskbar"
"acrotray.exe","1876","Console","7","11,352 K","Running","SERSD\tc20791","0:00:00","AcrobatTrayIcon"
"iTunesHelper.exe","2628","Console","7","14,912 K","Running","SERSD\tc20791","0:00:00","WinAMRestoreWnd"
"PccNTMon.exe","608","Console","7","4,312 K","Running","SERSD\tc20791","0:00:00","Trend Micro OfficeScan Notification Message"
"RAVBg64.exe","9652","Console","7","4,332 K","Running","SERSD\tc20791","0:00:00","Realtek HD Audio Background Process for Vista"
"CLMLSvc_P2G8.exe","8464","Console","7","1,084 K","Running","SERSD\tc20791","0:00:00","GDI+ Window"
"IAStorIcon.exe","10144","Console","7","33,264 K","Running","SERSD\tc20791","0:00:00",".NET-BroadcastEventWindow.4.0.0.0.34f5582.0"
"svchost.exe","7932","Console","7","19,760 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","7924","Console","7","210,860 K","Running","SERSD\tc20791","0:03:50","Lesson 1.4 Images and Object-Oriented Libraries - Overview: Computer Science Principles 2016 PPietal Southeastern Regional Vocational Technical HS 01 - Google Chrome"
"chrome.exe","10288","Console","7","7,156 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","8564","Console","7","8,476 K","Running","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","5408","Console","7","153,176 K","Running","SERSD\tc20791","0:03:19","N/A"
"chrome.exe","7316","Console","7","188,308 K","Unknown","SERSD\tc20791","0:00:17","N/A"
"chrome.exe","8752","Console","7","53,792 K","Unknown","SERSD\tc20791","0:00:02","N/A"
"PrivacyIconClient.exe","6788","Console","7","18,672 K","Running","SERSD\tc20791","0:00:00","N/A"
"ApplicationFrameHost.exe","3308","Console","7","20,388 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","7796","Console","7","66,984 K","Unknown","SERSD\tc20791","0:00:01","N/A"
"explorer.exe","8724","Console","7","117,076 K","Running","SERSD\tc20791","0:00:14","N/A"
"ShellExperienceHost.exe","9552","Console","7","55,364 K","Running","SERSD\tc20791","0:00:00","Start"
"SearchUI.exe","11248","Console","7","86,792 K","Running","SERSD\tc20791","0:00:00","Cortana"
"fontdrvhost.exe","10276","Console","7","4,248 K","Unknown","N/A","0:00:00","N/A"
"SkypeHost.exe","6544","Console","7","4,048 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"chrome.exe","1536","Console","7","131,936 K","Unknown","SERSD\tc20791","0:00:05","N/A"
"javaw.exe","5920","Console","7","223,136 K","Running","SERSD\tc20791","0:00:28","Contribution Manager"
"python.exe","8504","Console","7","20,776 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"conhost.exe","11156","Console","7","9,076 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"java.exe","4140","Console","7","191,736 K","Unknown","SERSD\tc20791","0:00:05","N/A"
"conhost.exe","7384","Console","7","9,056 K","Unknown","SERSD\tc20791","0:00:00","N/A"
"notepad.exe","7108","Console","7","12,720 K","Running","SERSD\tc20791","0:00:00","p5bat.bat - Notepad"
"cmd.exe","6536","Console","7","4,940 K","Running","SERSD\tc20791","0:00:00","C:\Windows\system32\cmd.exe"
"conhost.exe","7432","Console","7","11,124 K","Running","SERSD\tc20791","0:00:00","OleMainThreadWndName"
"tasklist.exe","6872","Console","7","9,152 K","Unknown","SERSD\tc20791","0:00:00","N/A"
